NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	28		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	11		Rejected!	
GO_FOREBRAIN_MORPHOGENESIS	14		Rejected!	
GO_TELOMERE_CAPPING	29		Rejected!	
GO_PROSTATE_GLAND_MORPHOGENESIS	23		Rejected!	
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	38		Rejected!	
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	70		Rejected!	
GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	197		Rejected!	
GO_MYELOID_CELL_DEVELOPMENT	44		Rejected!	
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	250	20		
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	22		Rejected!	
GO_INTRACELLULAR_PROTEIN_TRANSPORT	781	154		
GO_REGULATION_OF_HISTONE_DEACETYLATION	24		Rejected!	
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY	128		Rejected!	
GO_NEUROTRANSMITTER_UPTAKE	15		Rejected!	
GO_MICROTUBULE_ANCHORING	17		Rejected!	
GO_CELL_DIVISION	460	28		
GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS	26		Rejected!	
GO_INTERMEDIATE_FILAMENT_ORGANIZATION	20		Rejected!	
GO_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	46		Rejected!	
GO_SODIUM_ION_EXPORT	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	60		Rejected!	
GO_CELLULAR_RESPONSE_TO_UV	66		Rejected!	
GO_REGULATION_OF_NUCLEAR_DIVISION	163		Rejected!	
GO_RESPONSE_TO_ACID_CHEMICAL	319	32		
GO_RESPONSE_TO_PROSTAGLANDIN_E	25		Rejected!	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	18		Rejected!	
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	34		Rejected!	
GO_RESPONSE_TO_STEROID_HORMONE	497	65		
GO_POSITIVE_REGULATION_OF_RNA_SPLICING	25		Rejected!	
GO_RESPONSE_TO_IMMOBILIZATION_STRESS	22		Rejected!	
GO_RESPONSE_TO_INTERLEUKIN_4	31		Rejected!	
GO_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	13		Rejected!	
GO_CARDIAC_CHAMBER_MORPHOGENESIS	104		Rejected!	
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	63		Rejected!	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	45		Rejected!	
GO_SEROTONIN_METABOLIC_PROCESS	12		Rejected!	
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	190	17		
GO_RESPONSE_TO_PEPTIDE	404	38		
GO_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	42		Rejected!	
GO_DNA_DEPENDENT_DNA_REPLICATION	99		Rejected!	
GO_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	17		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	192	28		
GO_STEROL_HOMEOSTASIS	59		Rejected!	
GO_EMBRYONIC_AXIS_SPECIFICATION	33		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	79	15		
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	30		Rejected!	
GO_CELLULAR_RESPONSE_TO_LIPID	457	47		
GO_SECRETION_BY_CELL	486	30		
GO_LIPOPROTEIN_METABOLIC_PROCESS	124	18		
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	12		Rejected!	
GO_IRON_COORDINATION_ENTITY_TRANSPORT	12		Rejected!	
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	27		Rejected!	
GO_KERATAN_SULFATE_METABOLIC_PROCESS	33		Rejected!	
GO_REGULATION_OF_COAGULATION	88		Rejected!	
GO_MEMBRANE_BIOGENESIS	30		Rejected!	
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT	63		Rejected!	
GO_FORMATION_OF_PRIMARY_GERM_LAYER	110		Rejected!	
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	55		Rejected!	
GO_ENERGY_RESERVE_METABOLIC_PROCESS	72		Rejected!	
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS	62		Rejected!	
GO_REGULATION_OF_ACTIN_NUCLEATION	27		Rejected!	
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	12		Rejected!	
GO_EPITHELIAL_CELL_DEVELOPMENT	186	25		
GO_AMIDE_TRANSPORT	97		Rejected!	
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	97		Rejected!	
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	80		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	41		Rejected!	
GO_PHOTOPERIODISM	24		Rejected!	
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	77		Rejected!	
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	15		Rejected!	
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	11		Rejected!	
GO_SALIVARY_GLAND_DEVELOPMENT	32		Rejected!	
GO_CELL_CYCLE_DNA_REPLICATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	11		Rejected!	
GO_CHROMOSOME_CONDENSATION	31		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	1929	159		
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY	60		Rejected!	
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	155		Rejected!	
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	23		Rejected!	
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	14		Rejected!	
GO_EMBRYONIC_DIGIT_MORPHOGENESIS	61		Rejected!	
GO_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	236	26		
GO_NITROGEN_CYCLE_METABOLIC_PROCESS	15		Rejected!	
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	60		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	69		Rejected!	
GO_NECROPTOTIC_PROCESS	21		Rejected!	
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS	37		Rejected!	
GO_DENDRITIC_CELL_CHEMOTAXIS	16		Rejected!	
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	13		Rejected!	
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	49		Rejected!	
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	39		Rejected!	
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	289	19		
GO_MEMBRANE_DISASSEMBLY	47		Rejected!	
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	50		Rejected!	
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	27		Rejected!	
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_BONE_RESORPTION	11		Rejected!	
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	264	30		
GO_NADP_METABOLIC_PROCESS	29		Rejected!	
GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING	32		Rejected!	
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	25		Rejected!	
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	25		Rejected!	
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	11		Rejected!	
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	20		Rejected!	
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	20		Rejected!	
GO_FATTY_ACID_BETA_OXIDATION	51		Rejected!	
GO_ACTIN_FILAMENT_BASED_PROCESS	450	39		
GO_RESPONSE_TO_FLUID_SHEAR_STRESS	34		Rejected!	
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	22		Rejected!	
GO_TRANSITION_METAL_ION_TRANSPORT	108		Rejected!	
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	84		Rejected!	
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	123		Rejected!	
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	120		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION	1532	134		
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	32		Rejected!	
GO_RESPONSE_TO_CORTICOSTEROID	176	26		
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	18		Rejected!	
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	90		Rejected!	
GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	134		Rejected!	
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	24		Rejected!	
GO_CELL_PROJECTION_ASSEMBLY	264		Rejected!	
GO_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION	21		Rejected!	
GO_GLUCOCORTICOID_METABOLIC_PROCESS	16		Rejected!	
GO_PROTEIN_MATURATION	265	30		
GO_SKELETAL_MUSCLE_ADAPTATION	11		Rejected!	
GO_PROTEIN_N_LINKED_GLYCOSYLATION	75		Rejected!	
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	77	16		
GO_HINDLIMB_MORPHOGENESIS	37		Rejected!	
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY	30		Rejected!	
GO_LOOP_OF_HENLE_DEVELOPMENT	11		Rejected!	
GO_VESICLE_ORGANIZATION	280	16		
GO_KERATINOCYTE_PROLIFERATION	12		Rejected!	
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	11		Rejected!	
GO_INDOLALKYLAMINE_METABOLIC_PROCESS	17		Rejected!	
GO_POSITIVE_REGULATION_OF_BINDING	127	20		
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	30		Rejected!	
GO_MALE_GENITALIA_DEVELOPMENT	21		Rejected!	
GO_REGULATION_OF_HYDROLASE_ACTIVITY	1327	115		
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	32		Rejected!	
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	44		Rejected!	
GO_RESPONSE_TO_DIETARY_EXCESS	21		Rejected!	
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	29		Rejected!	
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	17		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	111	25		
GO_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	17		Rejected!	
GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	24		Rejected!	
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	122		Rejected!	
GO_NEURON_MATURATION	30		Rejected!	
GO_THYMIC_T_CELL_SELECTION	19		Rejected!	
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	163		Rejected!	
GO_COENZYME_A_METABOLIC_PROCESS	17		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_CILIUM	27		Rejected!	
GO_RNA_STABILIZATION	31		Rejected!	
GO_ACTIN_MYOSIN_FILAMENT_SLIDING	38		Rejected!	
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	337	25		
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY	22		Rejected!	
GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	18		Rejected!	
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	48		Rejected!	
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	229	22		
GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	14		Rejected!	
GO_CGMP_METABOLIC_PROCESS	23		Rejected!	
GO_ADULT_BEHAVIOR	135		Rejected!	
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE	18		Rejected!	
GO_POSITIVE_REGULATION_OF_MEMBRANE_INVAGINATION	11		Rejected!	
GO_SPINDLE_LOCALIZATION	38		Rejected!	
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	20		Rejected!	
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	465	50		
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	30		Rejected!	
GO_REGULATION_OF_PROTEIN_SUMOYLATION	21		Rejected!	
GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	233	23		
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	91		Rejected!	
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	43		Rejected!	
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	29		Rejected!	
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	12		Rejected!	
GO_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	15		Rejected!	
GO_LUNG_CELL_DIFFERENTIATION	25		Rejected!	
GO_PLATELET_ACTIVATION	142		Rejected!	
GO_CYTOSKELETON_ORGANIZATION	838	61		
GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	28		Rejected!	
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	73		Rejected!	
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	39		Rejected!	
GO_MATURATION_OF_SSU_RRNA	42		Rejected!	
GO_BETA_AMYLOID_METABOLIC_PROCESS	14		Rejected!	
GO_RESPONSE_TO_WOUNDING	563	53		
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	140	18		
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	17		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	47		Rejected!	
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	15		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH	170		Rejected!	
GO_MODIFIED_AMINO_ACID_TRANSPORT	26		Rejected!	
GO_CGMP_BIOSYNTHETIC_PROCESS	15		Rejected!	
GO_PROTEIN_SECRETION	116		Rejected!	
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	11		Rejected!	
GO_ASSOCIATIVE_LEARNING	73		Rejected!	
GO_SNORNA_METABOLIC_PROCESS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	156		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	171		Rejected!	
GO_COFACTOR_TRANSPORT	26		Rejected!	
GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	51		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	55		Rejected!	
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	42		Rejected!	
GO_REGULATION_OF_PROTEIN_DEACETYLATION	34		Rejected!	
GO_OTIC_VESICLE_DEVELOPMENT	15		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	24		Rejected!	
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	12		Rejected!	
GO_PHOSPHOLIPID_DEPHOSPHORYLATION	34		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR	14		Rejected!	
GO_METAL_ION_TRANSPORT	582	49		
GO_INSULIN_SECRETION	38		Rejected!	
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	53		Rejected!	
GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE	15		Rejected!	
GO_NECROTIC_CELL_DEATH	28		Rejected!	
GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	31		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	13		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	258	23		
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	11		Rejected!	
GO_CHROMOSOME_LOCALIZATION	61		Rejected!	
GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	16		Rejected!	
GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	48		Rejected!	
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	306	15		
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	93		Rejected!	
GO_ACTIVATION_OF_GTPASE_ACTIVITY	75		Rejected!	
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	56		Rejected!	
GO_T_CELL_HOMEOSTASIS	34		Rejected!	
GO_REGULATION_OF_RECEPTOR_ACTIVITY	117		Rejected!	
GO_HISTONE_METHYLATION	84		Rejected!	
GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	19		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	76		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS	51		Rejected!	
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	45		Rejected!	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	13		Rejected!	
GO_PEPTIDE_CROSS_LINKING	56		Rejected!	
GO_PEPTIDYL_SERINE_MODIFICATION	148		Rejected!	
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	188	19		
GO_ROUNDABOUT_SIGNALING_PATHWAY	12		Rejected!	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	1423	202		
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	52		Rejected!	
GO_GLUTAMATE_METABOLIC_PROCESS	28		Rejected!	
GO_SPHINGOMYELIN_METABOLIC_PROCESS	13		Rejected!	
GO_TRNA_METABOLIC_PROCESS	176		Rejected!	
GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	13		Rejected!	
GO_POSITIVE_REGULATION_OF_LOCOMOTION	420	39		
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	74		Rejected!	
GO_CELLULAR_RESPONSE_TO_LITHIUM_ION	17		Rejected!	
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	53		Rejected!	
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	24		Rejected!	
GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	24		Rejected!	
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	89		Rejected!	
GO_ERYTHROCYTE_HOMEOSTASIS	73		Rejected!	
GO_RESPONSE_TO_HEAT	89		Rejected!	
GO_NOTCH_RECEPTOR_PROCESSING	16		Rejected!	
GO_CELLULAR_RESPONSE_TO_CADMIUM_ION	15		Rejected!	
GO_SUCKLING_BEHAVIOR	13		Rejected!	
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	41		Rejected!	
GO_REGULATION_OF_MITOTIC_SPINDLE_CHECKPOINT	11		Rejected!	
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	70		Rejected!	
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	19		Rejected!	
GO_REGULATION_OF_KINASE_ACTIVITY	776	60		
GO_CHROMOSOME_LOCALIZATION_TO_NUCLEAR_ENVELOPE_INVOLVED_IN_HOMOLOGOUS_CHROMOSOME_SEGREGATION	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	16		Rejected!	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	26		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	31		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	12		Rejected!	
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	96		Rejected!	
GO_PEROXISOME_ORGANIZATION	33		Rejected!	
GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	25		Rejected!	
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	18		Rejected!	
GO_SINGLE_ORGANISM_CELL_ADHESION	459	39		
GO_POLYOL_METABOLIC_PROCESS	95		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	17		Rejected!	
GO_APICAL_JUNCTION_ASSEMBLY	40		Rejected!	
GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	17		Rejected!	
GO_LYMPHOCYTE_HOMEOSTASIS	50		Rejected!	
GO_SERTOLI_CELL_DEVELOPMENT	15		Rejected!	
GO_NEGATIVE_REGULATION_OF_RNA_SPLICING	25		Rejected!	
GO_CELL_CYCLE_PHASE_TRANSITION	255	32		
GO_TISSUE_MORPHOGENESIS	533	41		
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT	42		Rejected!	
GO_MRNA_PROCESSING	432	70		
GO_RESPONSE_TO_ANGIOTENSIN	17		Rejected!	
GO_DENDRITIC_SPINE_DEVELOPMENT	19		Rejected!	
GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION	35		Rejected!	
GO_HEME_METABOLIC_PROCESS	29		Rejected!	
GO_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	16		Rejected!	
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	11		Rejected!	
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	74		Rejected!	
GO_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS	11		Rejected!	
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS	25		Rejected!	
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	26		Rejected!	
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	61		Rejected!	
GO_TRANSMISSION_OF_NERVE_IMPULSE	54		Rejected!	
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	133		Rejected!	
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	20		Rejected!	
GO_MEMBRANE_FUSION	157		Rejected!	
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING	29		Rejected!	
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	32		Rejected!	
GO_MALE_SEX_DETERMINATION	13		Rejected!	
GO_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	13		Rejected!	
GO_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	12		Rejected!	
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	195	18		
GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	123		Rejected!	
GO_LYMPHOCYTE_COSTIMULATION	78		Rejected!	
GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	13		Rejected!	
GO_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	24		Rejected!	
GO_COFACTOR_METABOLIC_PROCESS	334	40		
GO_BARBED_END_ACTIN_FILAMENT_CAPPING	13		Rejected!	
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	15		Rejected!	
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	26		Rejected!	
GO_3_UTR_MEDIATED_MRNA_STABILIZATION	12		Rejected!	
GO_DRUG_CATABOLIC_PROCESS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GO_PRIMITIVE_STREAK_FORMATION	11		Rejected!	
GO_RESPONSE_TO_PHENYLPROPANOID	12		Rejected!	
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	166	21		
GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	34		Rejected!	
GO_CELL_DEATH	1001	109		
GO_CELLULAR_IRON_ION_HOMEOSTASIS	46		Rejected!	
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	14		Rejected!	
GO_MACROMOLECULE_DEACYLATION	67		Rejected!	
GO_TRANSLATIONAL_INITIATION	146	101		
GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	17		Rejected!	
GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC	36		Rejected!	
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	22		Rejected!	
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	18		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	360	50		
GO_PLASMA_MEMBRANE_ORGANIZATION	203	22		
GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION	51		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	263	31		
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	39		Rejected!	
GO_WHITE_FAT_CELL_DIFFERENTIATION	13		Rejected!	
GO_OOGENESIS	65		Rejected!	
GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	14		Rejected!	
