NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	36		Rejected!	
GO_MYOFIBRIL_ASSEMBLY	48		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	51		Rejected!	
GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY	18		Rejected!	
GO_GLOMERULUS_DEVELOPMENT	49		Rejected!	
GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	32		Rejected!	
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	44		Rejected!	
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	22		Rejected!	
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	13		Rejected!	
GO_PHOSPHATE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1977	160		
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	132		Rejected!	
GO_MITOCHONDRIAL_RNA_PROCESSING	13		Rejected!	
GO_CELLULAR_LIPID_CATABOLIC_PROCESS	151	27		
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19		Rejected!	
GO_POSITIVE_REGULATION_OF_HAIR_CYCLE	11		Rejected!	
GO_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	21		Rejected!	
GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	46		Rejected!	
GO_MULTICELLULAR_ORGANISM_GROWTH	76		Rejected!	
GO_GRANULOCYTE_MIGRATION	75		Rejected!	
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	15		Rejected!	
GO_NCRNA_METABOLIC_PROCESS	533	100		
GO_PHOSPHATE_ION_TRANSPORT	18		Rejected!	
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	42		Rejected!	
GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	42		Rejected!	
GO_REGULATION_OF_CELLULAR_EXTRAVASATION	22		Rejected!	
GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	54		Rejected!	
GO_GRANULOCYTE_ACTIVATION	21		Rejected!	
GO_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	12		Rejected!	
GO_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	13		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	22		Rejected!	
GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	71		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	311	28		
GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	121	22		
GO_AMINO_SUGAR_METABOLIC_PROCESS	40		Rejected!	
GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	17		Rejected!	
GO_REGULATION_OF_CYTOKINESIS	64		Rejected!	
GO_VITAMIN_BIOSYNTHETIC_PROCESS	15		Rejected!	
GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	11		Rejected!	
GO_MUSCLE_ORGAN_MORPHOGENESIS	70		Rejected!	
GO_AMINO_ACID_TRANSPORT	124	18		
GO_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	12		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	17		Rejected!	
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	19		Rejected!	
GO_EXOCRINE_SYSTEM_DEVELOPMENT	45		Rejected!	
GO_AMINOGLYCAN_METABOLIC_PROCESS	166		Rejected!	
GO_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	24		Rejected!	
GO_REGULATION_OF_FEVER_GENERATION	11		Rejected!	
GO_DNA_TEMPLATED_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY	11		Rejected!	
GO_MACROPHAGE_ACTIVATION	31		Rejected!	
GO_CARDIOBLAST_DIFFERENTIATION	13		Rejected!	
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION	111		Rejected!	
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	267	61		
GO_BLOOD_VESSEL_MORPHOGENESIS	364	34		
GO_REGULATION_OF_URINE_VOLUME	20		Rejected!	
GO_PHOTORECEPTOR_CELL_DEVELOPMENT	39		Rejected!	
GO_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	17		Rejected!	
GO_PROTEIN_PHOSPHORYLATION	944	51		
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	166		Rejected!	
GO_REGULATION_OF_CELL_DIFFERENTIATION	1492	105		
GO_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	15		Rejected!	
GO_ENDOTHELIUM_DEVELOPMENT	90		Rejected!	
GO_DOUBLE_STRAND_BREAK_REPAIR	165		Rejected!	
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	199	29		
GO_REGULATION_OF_NEURON_MIGRATION	30		Rejected!	
GO_METHIONINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GO_MULTI_ORGANISM_ORGANELLE_ORGANIZATION	24		Rejected!	
GO_MESONEPHRIC_TUBULE_MORPHOGENESIS	53		Rejected!	
GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	22		Rejected!	
GO_REGULATION_OF_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE	11		Rejected!	
GO_RESPONSE_TO_INTERLEUKIN_1	115		Rejected!	
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	29		Rejected!	
GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	88		Rejected!	
GO_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	33		Rejected!	
GO_RNA_CAPPING	37		Rejected!	
GO_MALE_MEIOSIS	39		Rejected!	
GO_LIVER_REGENERATION	19		Rejected!	
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	152	20		
GO_REGULATION_OF_RENAL_SODIUM_EXCRETION	24		Rejected!	
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	144	16		
GO_SPINAL_CORD_PATTERNING	24		Rejected!	
GO_DNA_REPLICATION_INITIATION	29		Rejected!	
GO_ERYTHROCYTE_MATURATION	11		Rejected!	
GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	85	15		
GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	64		Rejected!	
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	14		Rejected!	
GO_BASIC_AMINO_ACID_TRANSPORT	12		Rejected!	
GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING	23		Rejected!	
GO_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	14		Rejected!	
GO_ASTROCYTE_DIFFERENTIATION	39		Rejected!	
GO_PROTEIN_MONOUBIQUITINATION	51		Rejected!	
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	19		Rejected!	
GO_FACE_DEVELOPMENT	50		Rejected!	
GO_RNA_DESTABILIZATION	16		Rejected!	
GO_RESPONSE_TO_ESTROGEN	218	25		
GO_DETOXIFICATION	77	18		
GO_REGULATION_OF_OSTEOBLAST_PROLIFERATION	23		Rejected!	
GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	15		Rejected!	
GO_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	29		Rejected!	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	264	99		
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	352	29		
GO_REGULATION_OF_PEPTIDASE_ACTIVITY	392	56		
GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	289	25		
GO_BROWN_FAT_CELL_DIFFERENTIATION	30		Rejected!	
GO_LIPID_TRANSLOCATION	21		Rejected!	
GO_INOSITOL_METABOLIC_PROCESS	11		Rejected!	
GO_REGULATION_OF_CENTROSOME_CYCLE	39		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	616	56		
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1403	123		
GO_PROTEIN_ADP_RIBOSYLATION	20		Rejected!	
GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	19		Rejected!	
GO_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	26		Rejected!	
GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	25		Rejected!	
GO_PROTEIN_SUMOYLATION	115		Rejected!	
GO_MEGAKARYOCYTE_DEVELOPMENT	16		Rejected!	
GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION	17		Rejected!	
GO_VASODILATION	26		Rejected!	
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	199	24		
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	1079	112		
GO_NEURONAL_ION_CHANNEL_CLUSTERING	12		Rejected!	
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION	36		Rejected!	
GO_REGULATION_OF_ION_HOMEOSTASIS	201		Rejected!	
GO_PIGMENT_CELL_DIFFERENTIATION	29		Rejected!	
GO_ORGAN_GROWTH	68		Rejected!	
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	132		Rejected!	
GO_REGULATION_OF_BONE_REMODELING	42		Rejected!	
GO_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_REGULATION_OF_T_CELL_PROLIFERATION	147		Rejected!	
GO_NERVE_DEVELOPMENT	68		Rejected!	
GO_REGULATION_OF_NEUROBLAST_PROLIFERATION	28		Rejected!	
GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	11		Rejected!	
GO_PHAGOSOME_ACIDIFICATION	27		Rejected!	
GO_REGULATION_OF_CELL_SIZE	172	16		
GO_TETRAPYRROLE_METABOLIC_PROCESS	57		Rejected!	
GO_REGULATION_OF_CENTROSOME_DUPLICATION	32		Rejected!	
GO_VENTRAL_SPINAL_CORD_INTERNEURON_DIFFERENTIATION	17		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	351	34		
GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	32		Rejected!	
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	29		Rejected!	
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	199	47		
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	92		Rejected!	
GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	58		Rejected!	
GO_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	35		Rejected!	
GO_KERATAN_SULFATE_CATABOLIC_PROCESS	12		Rejected!	
GO_BLASTOCYST_DEVELOPMENT	62		Rejected!	
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	39		Rejected!	
GO_CHROMATIN_ORGANIZATION	663	44		
GO_POSITIVE_REGULATION_OF_CYTOKINESIS	36		Rejected!	
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	85		Rejected!	
GO_ORGANIC_ANION_TRANSPORT	387	58		
GO_STAT_CASCADE	50		Rejected!	
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1381	141		
GO_BICARBONATE_TRANSPORT	44		Rejected!	
GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	21		Rejected!	
GO_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	11		Rejected!	
GO_SEGMENTATION	89		Rejected!	
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	154	24		
GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	14		Rejected!	
GO_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	12		Rejected!	
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	29		Rejected!	
GO_TRNA_METHYLATION	25		Rejected!	
GO_INTERACTION_WITH_HOST	134	16		
GO_GASTRULATION	155		Rejected!	
GO_RESPONSE_TO_UV	126		Rejected!	
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	64		Rejected!	
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	80		Rejected!	
GO_SKIN_EPIDERMIS_DEVELOPMENT	71		Rejected!	
GO_VIRAL_GENOME_REPLICATION	21		Rejected!	
GO_NUCLEOTIDE_EXCISION_REPAIR	113		Rejected!	
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	86	15		
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	17		Rejected!	
GO_GOLGI_TO_ENDOSOME_TRANSPORT	19		Rejected!	
GO_REGULATION_OF_MUSCLE_HYPERTROPHY	37		Rejected!	
GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	25		Rejected!	
GO_SULFUR_COMPOUND_TRANSPORT	32		Rejected!	
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	114		Rejected!	
GO_HEART_FORMATION	12		Rejected!	
GO_RECEPTOR_INTERNALIZATION	50		Rejected!	
GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	16		Rejected!	
GO_REGULATION_OF_ODONTOGENESIS	24		Rejected!	
GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS	93		Rejected!	
GO_PARTURITION	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	13		Rejected!	
GO_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	15		Rejected!	
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS	175	19		
GO_MEIOTIC_CHROMOSOME_SEPARATION	12		Rejected!	
GO_REGULATION_OF_CALCINEURIN_NFAT_SIGNALING_CASCADE	17		Rejected!	
GO_DIOL_METABOLIC_PROCESS	11		Rejected!	
GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	27		Rejected!	
GO_OXYGEN_TRANSPORT	15		Rejected!	
GO_REGULATION_OF_LIPID_TRANSPORT	95	16		
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GO_REGULATION_OF_REPRODUCTIVE_PROCESS	129		Rejected!	
GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	21		Rejected!	
GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION	119		Rejected!	
GO_ORGAN_INDUCTION	16		Rejected!	
GO_DNA_STRAND_ELONGATION	30		Rejected!	
GO_NEURON_PROJECTION_MORPHOGENESIS	402	19		
GO_REGULATION_OF_CELL_DIVISION	272	15		
GO_MULTIVESICULAR_BODY_SORTING_PATHWAY	12		Rejected!	
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	114		Rejected!	
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	42		Rejected!	
GO_NOTCH_SIGNALING_PATHWAY	114		Rejected!	
GO_OUTER_DYNEIN_ARM_ASSEMBLY	12		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	23		Rejected!	
GO_RESPONSE_TO_RADIATION	413	40		
GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	31		Rejected!	
GO_HEART_DEVELOPMENT	466	31		
GO_TISSUE_REGENERATION	52		Rejected!	
GO_MESODERM_MORPHOGENESIS	66		Rejected!	
GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	25		Rejected!	
GO_RECEPTOR_METABOLIC_PROCESS	82		Rejected!	
GO_NUCLEOSIDE_SALVAGE	17		Rejected!	
GO_INFLAMMATORY_RESPONSE	454	37		
GO_TRNA_TRANSPORT	34		Rejected!	
GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	42		Rejected!	
GO_NEGATIVE_REGULATION_OF_ANOIKIS	17		Rejected!	
GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	110	19		
GO_LACTATE_TRANSMEMBRANE_TRANSPORT	12		Rejected!	
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	32		Rejected!	
GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	381	35		
GO_PIGMENT_GRANULE_ORGANIZATION	24		Rejected!	
GO_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	18		Rejected!	
GO_REGULATION_OF_CELL_CYCLE	949	88		
GO_TUBE_DEVELOPMENT	552	44		
GO_LOCOMOTION	1114	77		
GO_ACROSOME_ASSEMBLY	13		Rejected!	
GO_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	14		Rejected!	
GO_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	32		Rejected!	
GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	441	48		
GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY	375	32		
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	34		Rejected!	
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	130		Rejected!	
GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	24		Rejected!	
GO_CARDIAC_MUSCLE_CELL_CONTRACTION	29		Rejected!	
GO_AMINO_SUGAR_CATABOLIC_PROCESS	13		Rejected!	
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	11		Rejected!	
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	18		Rejected!	
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	29		Rejected!	
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	30		Rejected!	
GO_NUCLEUS_LOCALIZATION	20		Rejected!	
GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	13		Rejected!	
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	21		Rejected!	
GO_ORGANELLE_ASSEMBLY	495	46		
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	100	18		
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	20		Rejected!	
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	25		Rejected!	
GO_CARDIAC_VENTRICLE_DEVELOPMENT	106		Rejected!	
GO_MALE_MEIOSIS_I	17		Rejected!	
GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	211	26		
GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	106		Rejected!	
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	17		Rejected!	
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	35		Rejected!	
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	18		Rejected!	
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	39		Rejected!	
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	89		Rejected!	
GO_FEMALE_SEX_DIFFERENTIATION	116		Rejected!	
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	21		Rejected!	
GO_ECTODERMAL_PLACODE_DEVELOPMENT	15		Rejected!	
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	46		Rejected!	
GO_CELLULAR_RESPONSE_TO_ETHANOL	13		Rejected!	
GO_RESPIRATORY_BURST	15		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_REPAIR	38		Rejected!	
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	12		Rejected!	
GO_NIK_NF_KAPPAB_SIGNALING	83		Rejected!	
GO_MAMMARY_GLAND_DEVELOPMENT	117	17		
GO_NEGATIVE_REGULATION_OF_SECRETION	200	16		
GO_MITOTIC_SPINDLE_ORGANIZATION	69		Rejected!	
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	393	46		
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	38		Rejected!	
GO_MAINTENANCE_OF_CELL_POLARITY	12		Rejected!	
GO_MRNA_CLEAVAGE	21		Rejected!	
GO_POSITIVE_REGULATION_OF_URINE_VOLUME	14		Rejected!	
GO_GLYCINE_METABOLIC_PROCESS	18		Rejected!	
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	49		Rejected!	
GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	35		Rejected!	
GO_ESTABLISHMENT_OF_NUCLEUS_LOCALIZATION	14		Rejected!	
GO_ENDODERM_DEVELOPMENT	71		Rejected!	
GO_VESICLE_COATING	75		Rejected!	
GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	19		Rejected!	
GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	27		Rejected!	
GO_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	28		Rejected!	
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	19		Rejected!	
GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	15		Rejected!	
GO_REGULATION_OF_GROWTH_HORMONE_SECRETION	11		Rejected!	
GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	79		Rejected!	
GO_MICROGLIAL_CELL_ACTIVATION	12		Rejected!	
GO_OXIDATION_REDUCTION_PROCESS	898	110		
GO_RESPONSE_TO_ATP	30		Rejected!	
GO_WATER_HOMEOSTASIS	70		Rejected!	
GO_VOCALIZATION_BEHAVIOR	14		Rejected!	
GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	26		Rejected!	
GO_LONG_TERM_MEMORY	28		Rejected!	
GO_ADRENAL_GLAND_DEVELOPMENT	23		Rejected!	
GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	12		Rejected!	
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	16		Rejected!	
GO_VIRAL_LIFE_CYCLE	290	109		
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	49		Rejected!	
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	26		Rejected!	
GO_REGULATION_OF_CGMP_METABOLIC_PROCESS	29		Rejected!	
GO_REGULATION_OF_CYTOKINE_SECRETION	149		Rejected!	
GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STARVATION	25		Rejected!	
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	31		Rejected!	
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	128	15		
GO_REGULATION_OF_SENSORY_PERCEPTION	36		Rejected!	
GO_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	13		Rejected!	
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	14		Rejected!	
GO_RESPONSE_TO_AUDITORY_STIMULUS	23		Rejected!	
GO_PRESYNAPTIC_PROCESS_INVOLVED_IN_SYNAPTIC_TRANSMISSION	116		Rejected!	
GO_PROTEIN_UBIQUITINATION	629	39		
GO_MAINTENANCE_OF_CELL_NUMBER	132		Rejected!	
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	513	32		
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	96		Rejected!	
GO_COENZYME_BIOSYNTHETIC_PROCESS	127		Rejected!	
GO_EPIBOLY	23		Rejected!	
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	100		Rejected!	
GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	86		Rejected!	
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	22		Rejected!	
GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	27		Rejected!	
GO_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION	17		Rejected!	
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS	113	17		
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	17		Rejected!	
GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	14		Rejected!	
GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	17		Rejected!	
GO_POSITIVE_REGULATION_OF_CHROMATIN_MODIFICATION	85		Rejected!	
GO_RESPONSE_TO_CAFFEINE	18		Rejected!	
GO_DISTAL_TUBULE_DEVELOPMENT	12		Rejected!	
GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	55		Rejected!	
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	202		Rejected!	
GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	18		Rejected!	
GO_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	36		Rejected!	
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	12		Rejected!	
GO_GENETIC_IMPRINTING	20		Rejected!	
GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	252	18		
GO_POSITIVE_REGULATION_OF_CELL_DEATH	605	84		
GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	12		Rejected!	
GO_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	61		Rejected!	
GO_ISOTYPE_SWITCHING	16		Rejected!	
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	118	21		
GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	43		Rejected!	
GO_SIGNAL_RELEASE	173		Rejected!	
GO_REGULATION_OF_EXOSOMAL_SECRETION	17		Rejected!	
GO_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	16		Rejected!	
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	11		Rejected!	
GO_REGULATION_OF_T_CELL_DIFFERENTIATION	107		Rejected!	
GO_ADAPTIVE_IMMUNE_RESPONSE	288	17		
GO_TRANSLESION_SYNTHESIS	41		Rejected!	
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	14		Rejected!	
GO_METHIONINE_METABOLIC_PROCESS	18		Rejected!	
GO_DICARBOXYLIC_ACID_TRANSPORT	71		Rejected!	
